"","players","PlayerID","SportsDataID","Status","TeamID","Team","Jersey","PositionCategory","Position","FirstName","LastName","Height","Weight","BirthDate","BirthCity","BirthState","BirthCountry","HighSchool","College","Salary","headshot","Experience","SportRadarPlayerID","RotoworldPlayerID","RotoWirePlayerID","FantasyAlarmPlayerID","StatsPlayerID","SportsDirectPlayerID","XmlTeamPlayerID","InjuryStatus","InjuryBodyPart","InjuryStartDate","InjuryNotes","FanDuelPlayerID","DraftKingsPlayerID","YahooPlayerID","FanDuelName","DraftKingsName","YahooName","DepthChartPosition","DepthChartOrder","GlobalTeamID","FantasyDraftName","FantasyDraftPlayerID","UsaTodayPlayerID","UsaTodayHeadshotUrl","UsaTodayHeadshotNoBackgroundUrl","UsaTodayHeadshotUpdated","UsaTodayHeadshotNoBackgroundUpdated","NbaDotComPlayerID"
"38","Avery Bradley",20000559,NA,"Active",27,"LAL","20","G","SG","Avery","Bradley",75,180,"1990-11-26T00:00:00","Tacoma","WA","USA","NULL","Texas","1669178","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000559.png","12","b23917d2-bb0d-49fa-a384-80d994561d0c","1730",3112,"200541","513607","744020","2753","Scrambled","Scrambled","NULL","Scrambled",12334,"513607","4750","Avery Bradley","Avery Bradley","Avery Bradley","SG","0",20000027,"Avery Bradley","513607","8277437","http://cdn.usatsimg.com/api/download/?imageID=14634311","http://cdn.usatsimg.com/api/download/?imageID=14634310","2020-07-29T11:34:19","2020-07-29T11:34:18","202340"
"39","Marcus Smart",20000560,NA,"Active",9,"BOS","36","G","PG","Marcus","Smart",76,220,"1994-03-06T00:00:00","Flower Mound","TX","USA","NULL","Oklahoma State","14339285","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000560.png","7","af460d21-b1d8-46bb-a228-61ac4fb9ccf9","2126",3575,"200539","697132","751523","3751","Scrambled","Scrambled","NULL","Scrambled",23670,"697132","5317","Marcus Smart","Marcus Smart","Marcus Smart","PG","0",20000009,"Marcus Smart","697132","8256822","http://cdn.usatsimg.com/api/download/?imageID=16902956","http://cdn.usatsimg.com/api/download/?imageID=16916248","2021-10-06T20:56:18","2021-10-08T21:59:46","203935"
"40","Jae Crowder",20000562,NA,"Active",29,"PHO","99","F","PF","Jae","Crowder",78,235,"1990-07-06T00:00:00","Villa Rica","GA","USA","NULL","Marquette","9720900","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000562.png","8","db74c5dd-08bd-41a5-99ba-328e9b18aeb5","2016",3324,"200222","552381","747620","3405","Scrambled","Scrambled","NULL","Scrambled",15800,"552381","5068","Jae Crowder","Jae Crowder","Jae Crowder","PF","0",20000029,"Jae Crowder","552381","8247330","http://cdn.usatsimg.com/api/download/?imageID=16936188","http://cdn.usatsimg.com/api/download/?imageID=16936186","2021-10-11T18:49:15","2021-10-11T18:49:08","203109"
"41","Kelly Olynyk",20000564,NA,"Active",14,"DET","13","C","C","Kelly","Olynyk",83,240,"1991-04-19T00:00:00","Toronto","ON","Canada","NULL","Gonzaga","12195122","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000564.png","8","8e288d6e-50b8-404b-812b-823ae5bab61f","2133",3443,"200095","514882","745280","3611","Scrambled","Scrambled","2021-11-11T00:00:00","Scrambled",22541,"514882","5164","Kelly Olynyk","Kelly Olynyk","Kelly Olynyk","NULL","NULL",20000014,"Kelly Olynyk","514882","8277170","http://cdn.usatsimg.com/api/download/?imageID=16906027","http://cdn.usatsimg.com/api/download/?imageID=16916774","2021-10-07T11:47:16","2021-10-08T22:34:04","203482"
"42","LeBron James",20000571,NA,"Active",27,"LAL","6","F","SF","LeBron","James",81,250,"1984-12-30T00:00:00","Akron","OH","USA","St. Vincent–St. Mary (OH)","None","41180544","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000571.png","18","0afbe608-940a-4d5d-a1f7-468718c67d91","927",2344,"200144","214152","543582","900","Scrambled","Scrambled","2021-12-21T00:00:00","Scrambled",9488,"214152","3704","LeBron James","LeBron James","LeBron James","PF","0",20000027,"LeBron James","214152","8247441","http://cdn.usatsimg.com/api/download/?imageID=17413551","http://cdn.usatsimg.com/api/download/?imageID=16941437","2021-12-26T20:32:08","2021-10-12T18:34:38","2544"
"43","Kevin Love",20000572,NA,"Active",12,"CLE","0","F","PF","Kevin","Love",80,251,"1988-09-07T00:00:00","Santa Monica","CA","USA","NULL","UCLA","31258256","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000572.png","14","7d615ccd-db96-42a3-9a6c-7f18ea25634e","1504",2931,"200300","395374","737540","1940","Scrambled","Scrambled","NULL","Scrambled",9874,"395374","4391","Kevin Love","Kevin Love","Kevin Love","C","1",20000012,"Kevin Love","395374","8247889","http://cdn.usatsimg.com/api/download/?imageID=17003433","http://cdn.usatsimg.com/api/download/?imageID=17036993","2021-10-22T15:20:14","2021-10-27T08:55:30","201567"
"44","Kyrie Irving",20000574,NA,"Active",8,"BKN","11","G","PG","Kyrie","Irving",74,195,"1992-03-23T00:00:00","Melbourne","Vic","Australia","NULL","Duke","35328700","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000574.png","9","dd146010-902b-4ad7-b98c-650d0363a2f0","1820",3186,"200551","551768","747932","2739","Scrambled","Scrambled","NULL","Scrambled",14498,"551768","4840","Kyrie Irving","Kyrie Irving","Kyrie Irving","PG","0",20000008,"Kyrie Irving","551768","8248105","http://cdn.usatsimg.com/api/download/?imageID=16903407","http://cdn.usatsimg.com/api/download/?imageID=16903400","2021-10-06T21:42:33","2021-10-06T21:41:19","202681"
"45","Tristan Thompson",20000577,NA,"Active",30,"SAC","13","C","C","Tristan","Thompson",81,254,"1991-03-13T00:00:00","Brampton","ON","Canada","NULL","Texas","9720900","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000577.png","10","335097c3-7919-49d5-80b0-8062d5d3e89c","1852",3196,"200262","552806","747536","3104","Scrambled","Scrambled","2022-01-10T00:00:00","Scrambled",14501,"552806","4884","Tristan Thompson","Tristan Thompson","Tristan Thompson","PF","1",20000030,"Tristan Thompson","552806","8277077","http://cdn.usatsimg.com/api/download/?imageID=16936567","http://cdn.usatsimg.com/api/download/?imageID=16941490","2021-10-11T19:50:18","2021-10-12T18:49:02","202684"
"46","Joe Harris",20000584,NA,"Active",8,"BKN","12","F","SF","Joe","Harris",78,220,"1991-09-06T00:00:00","Chelan","WA","USA","NULL","Virginia","17357143","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000584.png","6","766d6b8b-4211-46a3-ae57-2c1c915e538b","2315",3636,"200416","549969","748096","3776","Scrambled","Scrambled","2021-11-18T00:00:00","Scrambled",16363,"549969","5344","Joe Harris","Joe Harris","Joe Harris","NULL","NULL",20000008,"Joe Harris","549969","8248102","http://cdn.usatsimg.com/api/download/?imageID=16903178","http://cdn.usatsimg.com/api/download/?imageID=16916505","2021-10-06T21:23:05","2021-10-08T22:15:24","203925"
"47","Joe Johnson",20000586,NA,"Active",9,"BOS","55","G","SG","Joe","Johnson",79,240,"1981-06-29T00:00:00","Little Rock","Arkansas","NULL","NULL","Arkansas","NULL","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000586.png","17","2c14656f-1be0-4bd5-9a1f-e9684a89a489","773",2163,"200380","3501","538210","420","Scrambled","Scrambled","NULL","Scrambled",9447,"3501","3520","Joe Johnson","Joe Johnson","Joe Johnson","NULL","NULL",20000009,"Joe Johnson","3501","8291790","http://cdn.usatsimg.com/api/download/?imageID=17409632","http://cdn.usatsimg.com/api/download/?imageID=17409631","2021-12-24T19:57:31","2021-12-24T19:57:21","2207"
"48","Thaddeus Young",20000587,NA,"Active",24,"SA","30","F","PF","Thaddeus","Young",80,235,"1988-06-21T00:00:00","New Orleans","LA","USA","NULL","Georgia Tech","14190000","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000587.png","13","31a50d54-ef46-47a8-863c-6f4d4e5aa184","1367",2827,"200261","329683","732716","1839","Scrambled","Scrambled","2022-01-06T00:00:00","Scrambled",9666,"329683","4290","Thaddeus Young","Thaddeus Young","Thaddeus Young","NULL","NULL",20000024,"Thaddeus Young","329683","8277047","http://cdn.usatsimg.com/api/download/?imageID=16936798","http://cdn.usatsimg.com/api/download/?imageID=16941618","2021-10-11T20:25:13","2021-10-12T18:59:29","201152"
"49","Brook Lopez",20000588,NA,"Active",15,"MIL","11","C","C","Brook","Lopez",84,282,"1988-04-01T00:00:00","Panorama City","CA","USA","NULL","Stanford","13302325","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000588.png","11","c179fb5c-9845-4e37-aef7-6e00d97548eb","1495",2918,"200106","330047","733289","1952","Scrambled","Scrambled","2021-10-20T00:00:00","Scrambled",9621,"330047","4472","Brook Lopez","Brook Lopez","Brook Lopez","NULL","NULL",20000015,"Brook Lopez","330047","8247786","http://cdn.usatsimg.com/api/download/?imageID=16932136","http://cdn.usatsimg.com/api/download/?imageID=16932137","2021-10-10T21:13:32","2021-10-10T21:13:44","201572"
"50","Bojan Bogdanovic",20000591,NA,"Active",17,"UTA","44","F","SF","Bojan","Bogdanovic",80,226,"1989-04-18T00:00:00","Mostar","NULL","Yugoslavia","NULL","None","18700000","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000591.png","7","7ff02e19-e829-4e56-9a34-233a71fce76c","1876",3236,"200421","599812","749275","2743","Scrambled","Scrambled","2022-01-04T00:00:00","Scrambled",14530,"599812","4913","Bojan Bogdanovic","Bojan Bogdanovic","Bojan Bogdanovic","SF","0",20000017,"Bojan Bogdanovic","599812","8246879","http://cdn.usatsimg.com/api/download/?imageID=16946848","http://cdn.usatsimg.com/api/download/?imageID=16946898","2021-10-13T14:24:49","2021-10-13T14:36:52","202711"
"51","Mason Plumlee",20000594,NA,"Active",2,"CHA","24","C","C","Mason","Plumlee",83,254,"1990-03-05T00:00:00","Warsaw","IN","USA","NULL","Duke","9248333","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000594.png","8","9570a938-324f-40e8-92dd-8a4fcf4a953b","2132",3442,"200312","510790","743719","3290","Scrambled","Scrambled","NULL","Scrambled",15590,"510790","5192","Mason Plumlee","Mason Plumlee","Mason Plumlee","C","0",20000002,"Mason Plumlee","510790","8277138","http://cdn.usatsimg.com/api/download/?imageID=16903536","http://cdn.usatsimg.com/api/download/?imageID=16932232","2021-10-06T21:58:09","2021-10-10T21:37:04","203486"
"52","Paul Millsap",20000602,NA,"Active",8,"BKN","31","F","PF","Paul","Millsap",79,257,"1985-02-10T00:00:00","Monroe","LA","USA","NULL","Louisiana Tech","1669178","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000602.png","15","59f6f688-7000-4cf5-a27f-a1980dd86d93","1316",2705,"200285","237675","649598","1486","Scrambled","Scrambled","NULL","Scrambled",9729,"237675","4175","Paul Millsap","Paul Millsap","Paul Millsap","NULL","NULL",20000008,"Paul Millsap","237675","8277214","http://cdn.usatsimg.com/api/download/?imageID=16903189","http://cdn.usatsimg.com/api/download/?imageID=16916454","2021-10-06T21:24:32","2021-10-08T22:13:05","200794"
"53","Al Horford",20000603,NA,"Active",9,"BOS","42","F","PF","Al","Horford",81,240,"1986-06-03T00:00:00","Puerto Plata","NULL","Dominican Republic","NULL","Florida","2.7e+07","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000603.png","14","cf3a87ec-c2f7-42e8-9698-6f8b2ba916a9","1359",2816,"200115","280587","724364","1461","Scrambled","Scrambled","NULL","Scrambled",9453,"280587","4245","Al Horford","Al Horford","Al Horford","C","0",20000009,"Al Horford","280587","8277237","http://cdn.usatsimg.com/api/download/?imageID=16902968","http://cdn.usatsimg.com/api/download/?imageID=16916181","2021-10-06T20:58:54","2021-10-08T21:53:21","201143"
"54","Dennis Schroder",20000606,NA,"Active",9,"BOS","71","G","PG","Dennis","Schroder",73,172,"1993-09-15T00:00:00","Braunschweig","NULL","Germany","NULL","None","5890000","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000606.png","8","a2c6a907-282f-4172-9d60-42d03987da0e","2160",3444,"200535","739958","755622","3618","Scrambled","Scrambled","NULL","Scrambled",40201,"739958","5187","Dennis Schroder","Dennis Schroder","Dennis Schroder","SG","1",20000009,"Dennis Schroder","739958","8277243","http://cdn.usatsimg.com/api/download/?imageID=16902962","http://cdn.usatsimg.com/api/download/?imageID=16916199","2021-10-06T20:57:38","2021-10-08T21:55:52","203471"
"55","Kent Bazemore",20000608,NA,"Active",27,"LAL","9","G","SG","Kent","Bazemore",76,195,"1989-07-01T00:00:00","Kelford","NC","USA","NULL","Old Dominion","1669178","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000608.png","9","2c157857-fffd-4eb5-8e2a-b28ebea8da77","2034",3401,"200381","410764","736448","3532","Scrambled","Scrambled","NULL","Scrambled",19781,"410764","5102","Kent Bazemore","Kent Bazemore","Kent Bazemore","SF","1",20000027,"Kent Bazemore","410764","8277090","http://cdn.usatsimg.com/api/download/?imageID=16937655","http://cdn.usatsimg.com/api/download/?imageID=16941449","2021-10-11T22:42:35","2021-10-12T18:37:07","203145"
"56","Mike Muscala",20000613,NA,"Active",18,"OKC","33","F","PF","Mike","Muscala",82,240,"1991-07-01T00:00:00","St. Louis Park","MN","USA","NULL","Bucknell","3365385","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000613.png","9","7c636961-816a-4b44-8991-671df9d91d9c","2172",3463,"200299","520388","744973","3607","Scrambled","Scrambled","NULL","Scrambled",17894,"520388","5214","Mike Muscala","Mike Muscala","Mike Muscala","PF","1",20000018,"Mike Muscala","520388","8256636","http://cdn.usatsimg.com/api/download/?imageID=16937360","http://cdn.usatsimg.com/api/download/?imageID=16937363","2021-10-11T22:01:09","2021-10-11T22:01:19","203488"
"57","LaMarcus Aldridge",20000616,NA,"Active",8,"BKN","21","F","PF","LaMarcus","Aldridge",83,250,"1985-07-19T00:00:00","Dallas","TX","USA","NULL","Texas","1669178","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000616.png","15","3157a0b5-1b4c-46d1-934c-ac2df3810950","1249",2502,"200260","266554","722954","1036","Scrambled","Scrambled","2022-01-02T00:00:00","Scrambled",9688,"266554","4130","LaMarcus Aldridge","LaMarcus Aldridge","LaMarcus Aldridge","C","0",20000008,"LaMarcus Aldridge","266554","8259410","http://cdn.usatsimg.com/api/download/?imageID=16903164","http://cdn.usatsimg.com/api/download/?imageID=16916507","2021-10-06T21:21:20","2021-10-08T22:15:46","200746"
"58","Nicolas Batum",20000617,NA,"Active",28,"LAC","33","G","SG","Nicolas","Batum",81,230,"1988-12-14T00:00:00","Lisieux","NULL","France","NULL","None","3170029","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000617.png","13","a89ac040-715d-4057-8fc0-9d71ad06fa0a","1520",2821,"200205","456451","739857","1852","Scrambled","Scrambled","NULL","Scrambled",9809,"456451","4487","Nicolas Batum","Nicolas Batum","Nicolas Batum","PF","0",20000028,"Nicolas Batum","456451","8247386","http://cdn.usatsimg.com/api/download/?imageID=17138719","http://cdn.usatsimg.com/api/download/?imageID=17138716","2021-11-11T12:37:04","2021-11-11T12:37:00","201587"
"59","Robin Lopez",20000618,NA,"Active",5,"ORL","33","C","C","Robin","Lopez",84,281,"1988-04-01T00:00:00","North Hollywood","CA","USA","NULL","Stanford","5e+06","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000618.png","12","e521ef3c-7892-4f14-a560-df320872d59a","1494",2919,"200125","330050","733290","1950","Scrambled","Scrambled","2021-12-30T00:00:00","Scrambled",9873,"330050","4477","Robin Lopez","Robin Lopez","Robin Lopez","C","1",20000005,"Robin Lopez","330050","8277143","http://cdn.usatsimg.com/api/download/?imageID=16932794","http://cdn.usatsimg.com/api/download/?imageID=16932795","2021-10-10T23:06:41","2021-10-10T23:06:48","201577"
"60","Damian Lillard",20000619,NA,"Active",19,"POR","0","G","PG","Damian","Lillard",74,195,"1990-07-15T00:00:00","Oakland","CA","USA","NULL","Weber State","39344900","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000619.png","9","5382cf43-3a79-4a5a-a7fd-153906fe65dd","1957",3304,"200498","463121","740562","3181","Scrambled","Scrambled","2022-01-02T00:00:00","Scrambled",20848,"463121","5012","Damian Lillard","Damian Lillard","Damian Lillard","PG","0",20000019,"Damian Lillard","463121","8246863","http://cdn.usatsimg.com/api/download/?imageID=16936364","http://cdn.usatsimg.com/api/download/?imageID=16941460","2021-10-11T19:16:50","2021-10-12T18:43:04","203081"
"61","C.J. McCollum",20000620,NA,"Active",19,"POR","3","G","SG","C.J.","McCollum",75,190,"1991-09-19T00:00:00","Canton","OH","USA","NULL","Lehigh","30864198","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000620.png","8","bc70a55a-cee0-478f-9a13-cf51c4a4187c","2135",3437,"200443","522878","745014","3168","Scrambled","Scrambled","2021-12-05T00:00:00","Scrambled",19067,"522878","5161","CJ McCollum","CJ McCollum","CJ McCollum","SG","0",20000019,"CJ McCollum","522878","8246867","http://cdn.usatsimg.com/api/download/?imageID=16936368","http://cdn.usatsimg.com/api/download/?imageID=16941461","2021-10-11T19:17:21","2021-10-12T18:43:11","203468"
"62","Tim Frazier",20000625,NA,"Active",5,"ORL","8","G","PG","Tim","Frazier",72,170,"1990-11-01T00:00:00","Houston","TX","USA","NULL","Penn State","NULL","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000625.png","6","005948cb-f744-4928-bf7f-d26076717c99","2445",3695,"200468","513606","744138","2610","Scrambled","Scrambled","NULL","Scrambled",16071,"513606","5414","Tim Frazier","Tim Frazier","Tim Frazier","SG","1",20000005,"Tim Frazier","513606","8291752","http://cdn.usatsimg.com/api/download/?imageID=13477215","http://cdn.usatsimg.com/api/download/?imageID=13514508","2019-10-09T17:16:12","2019-10-14T09:46:52","204025"
"63","Wesley Matthews",20000629,NA,"Active",15,"MIL","23","G","SG","Wesley","Matthews",76,220,"1986-10-14T00:00:00","San Antonio","TX","USA","NULL","Marquette","1237494","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000629.png","11","795bcca3-0cca-448c-8198-85c664f76c75","1681",3057,"200419","295809","725953","2053","Scrambled","Scrambled","NULL","Scrambled",9799,"295809","4694","Wesley Matthews","Wesley Matthews","Wesley Matthews","PG","1",20000015,"Wesley Matthews","295809","8289186","http://cdn.usatsimg.com/api/download/?imageID=13477401","http://cdn.usatsimg.com/api/download/?imageID=13515068","2019-10-09T17:16:12","2019-10-14T10:07:44","202083"
"64","Jeff Green",20000632,NA,"Active",20,"DEN","32","F","SF","Jeff","Green",80,235,"1986-08-28T00:00:00","Cheverly","MD","USA","NULL","Georgetown","4500000","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000632.png","13","b9155864-4192-4ad7-8652-57a0844c87b3","1365",2818,"200208","266367","723020","1838","Scrambled","Scrambled","NULL","Scrambled",9648,"266367","4247","Jeff Green","Jeff Green","Jeff Green","SG","1",20000020,"Jeff Green","266367","8277006","http://cdn.usatsimg.com/api/download/?imageID=16906026","http://cdn.usatsimg.com/api/download/?imageID=16906025","2021-10-07T11:44:26","2021-10-07T11:44:20","201145"
"65","Mike Conley",20000635,NA,"Active",17,"UTA","11","G","PG","Mike","Conley",73,175,"1987-10-11T00:00:00","Fayetteville","AR","USA","NULL","Ohio State","2.1e+07","https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000635.png","14","460b7264-b98f-483e-b841-59a18c2e4d67","1363",2813,"200492","329468","732629","1817","Scrambled","Scrambled","NULL","Scrambled",9575,"329468","4246","Mike Conley","Mike Conley","Mike Conley","PG","0",20000017,"Mike Conley","329468","8246886","http://cdn.usatsimg.com/api/download/?imageID=16946834","http://cdn.usatsimg.com/api/download/?imageID=16946887","2021-10-13T14:24:10","2021-10-13T14:35:27","201144"
